Project:	anna_barrier_ceramic_04_21_2025

Test:	std d=1.5mm sweep

Result:	stress sweep auto 1

Interval and data points:	1	20
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	27	6.75	50	5483.9	9.1176	0.02019		1.8372	3.41E+06	5:42:48 PM	0.273
	28	7	50	5590.1	8.9445	0.02013		1.8372	3.56E+06	5:42:48 PM	0.187
	29	7.25	50	5361.9	9.325	0.02034		1.8372	3.66E+06	5:42:48 PM	0.482
	30	7.5	50	5589.9	8.9448	0.0202		1.8372	3.82E+06	5:42:48 PM	0.285
	31	7.75	50	5416.5	9.2311	0.02018		1.8372	3.96E+06	5:42:49 PM	0.245
	32	8	50	5608.9	8.9144	0.02018		1.8372	4.1E+06	5:42:49 PM	0.261
	33	8.25	50	5322.5	9.394	0.02031		1.8372	4.21E+06	5:42:49 PM	0.439
	34	8.5	50	5584.9	8.9527	0.02019		1.8372	4.37E+06	5:42:49 PM	0.269
	35	8.75	50	5435.9	9.1981	0.02014		1.8372	4.52E+06	5:42:50 PM	0.192
	36	9	50	5577.6	8.9645	0.02025		1.8372	4.63E+06	5:42:50 PM	0.358
	37	9.25	50	5421.5	9.2225	0.02027		1.8372	4.76E+06	5:42:50 PM	0.38
	38	9.5	50	5582.6	8.9564	0.02018		1.8372	4.92E+06	5:42:50 PM	0.256
	39	9.75	50	5515.6	9.0653	0.02011		1.8372	5.08E+06	5:42:51 PM	0.16
	40	10	50	5493.8	9.1011	0.02031		1.8372	5.17E+06	5:42:51 PM	0.444
	41	10.25	50	5504.5	9.0834	0.02024		1.8372	5.32E+06	5:42:51 PM	0.328
	42	10.5	50	5501.7	9.0881	0.02019		1.8372	5.47E+06	5:42:51 PM	0.271
	43	10.75	50	5557.2	8.9974	0.02012		1.8372	5.63E+06	5:42:52 PM	0.17
	44	11	50	5361.7	9.3255	0.02033		1.8372	5.71E+06	5:42:52 PM	0.478
	45	11.25	50	5544.8	9.0175	0.02021		1.8372	5.88E+06	5:42:52 PM	0.29
	46	11.5	50	5402.8	9.2544	0.0202		1.8372	6.02E+06	5:42:52 PM	0.271
	47	11.75	50	5570.6	8.9757	0.02015		1.8372	6.17E+06	5:42:53 PM	0.227
	48	12	50	5246.6	9.5301	0.02033		1.8372	6.25E+06	5:42:53 PM	0.459
	49	12.25	50	5528.3	9.0444	0.02019		1.8372	6.43E+06	5:42:53 PM	0.271
	50	12.5	50	5353.7	9.3393	0.02015		1.8372	6.58E+06	5:42:53 PM	0.214
	51	12.75	50	5543.9	9.0189	0.0202		1.8372	6.7E+06	5:42:54 PM	0.298
	52	13	50	5316	9.4055	0.0203		1.8372	6.8E+06	5:42:54 PM	0.414
	53	13.25	50	5541.7	9.0225	0.02018		1.8372	6.98E+06	5:42:54 PM	0.26
	54	13.5	50	5377.9	9.2974	0.02013		1.8372	7.13E+06	5:42:54 PM	0.175
	55	13.75	50	5496.8	9.0961	0.02026		1.8372	7.22E+06	5:42:55 PM	0.379
	56	14	50	5370.8	9.3096	0.02026		1.8372	7.35E+06	5:42:55 PM	0.367
	57	14.25	50	5519.4	9.059	0.02018		1.8372	7.52E+06	5:42:55 PM	0.258
	58	14.5	50	5440.8	9.1898	0.02012		1.8372	7.68E+06	5:42:55 PM	0.163
	59	14.75	50	5415.3	9.2331	0.02031		1.8372	7.75E+06	5:42:56 PM	0.451
	60	15	50	5451.1	9.1725	0.02023		1.8372	7.91E+06	5:42:56 PM	0.326
	61	15.25	50	5432.9	9.2032	0.02019		1.8372	8.06E+06	5:42:56 PM	0.273
	62	15.5	50	5496.8	9.0961	0.02012		1.8372	8.23E+06	5:42:56 PM	0.172
	63	15.75	50	5325.8	9.3883	0.02034		1.8372	8.27E+06	5:42:57 PM	0.477
	64	16	50	5499.2	9.0922	0.02021		1.8372	8.46E+06	5:42:57 PM	0.294
	65	16.25	50	5383.4	9.2879	0.0202		1.8372	8.6E+06	5:42:57 PM	0.279
	66	16.5	50	5541.5	9.0228	0.02014		1.8372	8.76E+06	5:42:57 PM	0.213
	67	16.75	50	5280	9.4697	0.02034		1.8372	8.82E+06	5:42:58 PM	0.472
	68	17	50	5538.7	9.0274	0.0202		1.8372	9.01E+06	5:42:58 PM	0.273
	69	17.25	50	5361.7	9.3253	0.02016		1.8372	9.17E+06	5:42:58 PM	0.224
	70	17.5	50	5558.5	8.9953	0.02019		1.8372	9.29E+06	5:42:58 PM	0.285
	71	17.75	50	5258.6	9.5083	0.0203		1.8372	9.37E+06	5:42:59 PM	0.429
	72	18	50	5519.2	9.0592	0.02018		1.8372	9.56E+06	5:42:59 PM	0.262
	73	18.25	50	5362.1	9.3246	0.02014		1.8372	9.72E+06	5:42:59 PM	0.187
	74	18.5	50	5472.4	9.1367	0.02025		1.8372	9.8E+06	5:42:59 PM	0.363
	75	18.75	50	5265.2	9.4963	0.02027		1.8372	9.92E+06	5:43:00 PM	0.384
	76	19	50	5458.5	9.1601	0.02017		1.8372	1.01E+07	5:43:00 PM	0.249
	77	19.25	50	5348	9.3492	0.02012		1.8372	1.03E+07	5:43:00 PM	0.161
	78	19.5	50	5397.3	9.2638	0.02028		1.8372	1.03E+07	5:43:00 PM	0.411
	79	19.75	50	5330	9.3809	0.02025		1.8372	1.05E+07	5:43:01 PM	0.354
	80	20	50	5446.7	9.1799	0.02018		1.8372	1.06E+07	5:43:01 PM	0.264
	81	20.25	50	5424.1	9.2181	0.02011		1.8372	1.08E+07	5:43:01 PM	0.158
	82	20.5	50	5341.6	9.3605	0.02032		1.8372	1.08E+07	5:43:01 PM	0.467
	83	20.75	50	5414.7	9.234	0.02023		1.8372	1.1E+07	5:43:02 PM	0.32
	84	21	50	5401.4	9.2568	0.02019		1.8372	1.12E+07	5:43:02 PM	0.269
	85	21.25	50	5478.8	9.1261	0.02012		1.8372	1.14E+07	5:43:02 PM	0.173
	86	21.5	50	5267.7	9.4917	0.02034		1.8372	1.14E+07	5:43:02 PM	0.48
	87	21.75	50	5453.9	9.1677	0.02021		1.8372	1.16E+07	5:43:03 PM	0.293
	88	22	50	5344.3	9.3557	0.0202		1.8372	1.17E+07	5:43:03 PM	0.278
	89	22.25	50	5525.6	9.0489	0.02015		1.8372	1.19E+07	5:43:03 PM	0.215
	90	22.5	50	5220.6	9.5774	0.02034		1.8372	1.19E+07	5:43:03 PM	0.478
	91	22.75	50	5499.1	9.0924	0.0202		1.8372	1.21E+07	5:43:04 PM	0.274
	92	23	50	5310	9.4163	0.02017		1.8372	1.23E+07	5:43:04 PM	0.235
	93	23.25	50	5512.5	9.0703	0.02018		1.8372	1.24E+07	5:43:04 PM	0.269
	94	23.5	50	5227.6	9.5647	0.02031		1.8372	1.25E+07	5:43:04 PM	0.437
	95	23.75	50	5499.1	9.0923	0.02019		1.8372	1.27E+07	5:43:05 PM	0.265
	96	24	50	5303	9.4287	0.02015		1.8372	1.28E+07	5:43:05 PM	0.204
	97	24.25	50	5488	9.1108	0.02023		1.8372	1.29E+07	5:43:05 PM	0.34
	98	24.5	50	5280.3	9.4691	0.02029		1.8372	1.3E+07	5:43:05 PM	0.4
	99	24.75	50	5499.5	9.0917	0.02018		1.8372	1.32E+07	5:43:06 PM	0.247
	100	25	50	5337	9.3686	0.02012		1.8372	1.34E+07	5:43:06 PM	0.171
	101	25.25	50	5435.5	9.1988	0.02027		1.8372	1.34E+07	5:43:06 PM	0.395
	102	25.5	50	5319.3	9.3998	0.02026		1.8372	1.36E+07	5:43:06 PM	0.36
	103	25.75	50	5469.8	9.1412	0.02018		1.8372	1.38E+07	5:43:07 PM	0.257
	104	26	50	5400.5	9.2583	0.02012		1.8372	1.39E+07	5:43:07 PM	0.163
	105	26.25	50	5364.2	9.321	0.02031		1.8372	1.39E+07	5:43:07 PM	0.454
	106	26.5	50	5376	9.3007	0.02024		1.8372	1.41E+07	5:43:07 PM	0.329
	107	26.75	50	5418.5	9.2276	0.02019		1.8372	1.43E+07	5:43:08 PM	0.267
	108	27	50	5457.4	9.1619	0.02012		1.8372	1.45E+07	5:43:08 PM	0.169
	109	27.25	50	5268.7	9.4899	0.02034		1.8372	1.44E+07	5:43:08 PM	0.479
	110	27.5	50	5430.5	9.2073	0.02021		1.8372	1.47E+07	5:43:08 PM	0.301
	111	27.75	50	5366	9.3179	0.02019		1.8372	1.48E+07	5:43:09 PM	0.278
	112	28	50	5499.1	9.0924	0.02014		1.8372	1.5E+07	5:43:09 PM	0.203
	113	28.25	50	5231.4	9.5577	0.02034		1.8372	1.5E+07	5:43:09 PM	0.485
